현토,빈도,TAM범주,주요범주
니이하여하고하니라,2,"declarative_mood, deontic_mood",declarative_mood
은이니라이하여을라,2,"declarative_mood, deontic_mood",declarative_mood
의이라로이하다,2,"declarative_mood, deontic_mood",declarative_mood
이이라라하여늘인저,2,"declarative_mood, deontic_mood",declarative_mood
하여라하니이하고러라,2,"deontic_mood, retrospective_aspect",deontic_mood
라하니라이나라,2,"declarative_mood, deontic_mood",declarative_mood
라하고하니요이하니라,2,"declarative_mood, deontic_mood",declarative_mood
한대이라하니하다,2,"declarative_mood, deontic_mood",declarative_mood
니라은니는니라,2,"declarative_mood, deontic_mood",declarative_mood
은이요는이니면어니와면리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
면이니이면리라이하여하여하니하다,2,"epistemic_mood, deontic_mood",epistemic_mood
하여하라하니이라,2,"declarative_mood, deontic_mood",declarative_mood
하여하니는니라라,2,"declarative_mood, deontic_mood",declarative_mood
면라면하리니하면라하다,2,"epistemic_mood, deontic_mood",epistemic_mood
하여이라로하여하니는니라,2,"declarative_mood, deontic_mood",declarative_mood
는하고은하니이라,2,"declarative_mood, deontic_mood",declarative_mood
은라이를라하여하니라라,2,"declarative_mood, deontic_mood",declarative_mood
으로하니라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는를요이라로이라하니이다,2,"declarative_mood, deontic_mood",declarative_mood
컨대라하니는니이다,2,"declarative_mood, deontic_mood",declarative_mood
라하니라하고니라,2,"declarative_mood, deontic_mood",declarative_mood
는에이라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
이나는니라,2,"declarative_mood, deontic_mood",declarative_mood
이나하여는오면라,2,"deontic_mood, interrogative_mood",deontic_mood
면라이나면라,2,deontic_mood,deontic_mood
이나면라로을니니라,2,"declarative_mood, deontic_mood",declarative_mood
하여면이라는니라,2,"declarative_mood, deontic_mood",declarative_mood
은이라로이이라하니이다,2,"declarative_mood, deontic_mood",declarative_mood
는니라으로하여하니이라,2,"declarative_mood, deontic_mood",declarative_mood
으로라하고하니이이라,2,"declarative_mood, deontic_mood",declarative_mood
는라로는하나니이라,2,"declarative_mood, deontic_mood",declarative_mood
는이요는이니니이다은라,2,"declarative_mood, deontic_mood",declarative_mood
하니라하니로다,2,"declarative_mood, deontic_mood",declarative_mood
은요라로는이라하노이다,2,"declarative_mood, deontic_mood",declarative_mood
면이리오하고하여면니아,2,"epistemic_mood, interrogative_mood",epistemic_mood
에이니에라면하니라도라,2,"declarative_mood, deontic_mood",declarative_mood
은이라로에하니이라,2,"declarative_mood, deontic_mood",declarative_mood
이어든아는이니은라하고라하니라,2,"declarative_mood, deontic_mood",declarative_mood
로라은니이라하고이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
로는라는니라,2,"declarative_mood, deontic_mood",declarative_mood
하니이니라,2,"declarative_mood, deontic_mood",declarative_mood
라하면도요도니니라,2,"declarative_mood, deontic_mood",declarative_mood
하면도요도니니라,2,"declarative_mood, deontic_mood",declarative_mood
에하니라하여니라,2,"declarative_mood, deontic_mood",declarative_mood
이나이라나하니라,2,"declarative_mood, deontic_mood",declarative_mood
는으로니하나로리라,2,"epistemic_mood, deontic_mood",epistemic_mood
이이니하여하며하나니라,2,"declarative_mood, deontic_mood",declarative_mood
하니이요요이라,2,"declarative_mood, deontic_mood",declarative_mood
라로하고니이라로하면라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은니하여이면니라라도요이라,2,"declarative_mood, deontic_mood",declarative_mood
라로면라하시니라,2,"declarative_mood, deontic_mood",declarative_mood
로면라하시니라은니이라,2,"declarative_mood, deontic_mood",declarative_mood
은니이면일새라하면에이니라,2,"declarative_mood, deontic_mood",declarative_mood
로하고라로니라,2,"declarative_mood, deontic_mood",declarative_mood
는라은하니니라,2,"declarative_mood, deontic_mood",declarative_mood
이라는에하여에하면니라,2,"declarative_mood, deontic_mood",declarative_mood
이니하면리라,2,"epistemic_mood, deontic_mood",epistemic_mood
면요면리라이하니하노라,2,"epistemic_mood, deontic_mood",epistemic_mood
하고하여은라하니리라,2,"epistemic_mood, deontic_mood",epistemic_mood
이하고어늘하고하니이라,2,"declarative_mood, deontic_mood",declarative_mood
이하고이면에리라어든하라,2,"epistemic_mood, deontic_mood",epistemic_mood
는니면라,2,deontic_mood,deontic_mood
은라하여니라,2,"declarative_mood, deontic_mood",declarative_mood
는니이인저는요는이라,2,"declarative_mood, deontic_mood",declarative_mood
은이라엔이라,2,"declarative_mood, deontic_mood",declarative_mood
는요는이라로하시고하시니라,2,"declarative_mood, deontic_mood",declarative_mood
를이라하니라하여라,2,"declarative_mood, deontic_mood",declarative_mood
는오는이요는라,2,"deontic_mood, interrogative_mood",deontic_mood
은요은라를이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하면는요이라,2,"declarative_mood, deontic_mood",declarative_mood
한대일새이라,2,"declarative_mood, deontic_mood",declarative_mood
이니라에이라하니이라,2,"declarative_mood, deontic_mood",declarative_mood
에요이라면라,2,"declarative_mood, deontic_mood",declarative_mood
는이니하여이라로이요이니,2,"declarative_mood, deontic_mood",declarative_mood
에라이이니라,2,"declarative_mood, deontic_mood",declarative_mood
은이라하여하니면이라,2,"declarative_mood, deontic_mood",declarative_mood
는니라이하야하니요니라,2,"declarative_mood, deontic_mood",declarative_mood
은에하니라은이요은이라,2,"declarative_mood, deontic_mood",declarative_mood
아이아이니라,2,"declarative_mood, deontic_mood",declarative_mood
은요는라에하니라,2,"declarative_mood, deontic_mood",declarative_mood
이이라하고하여이라하니라는라,2,"declarative_mood, deontic_mood",declarative_mood
은라이이라하고하여이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은니는니라이라,2,"declarative_mood, deontic_mood",declarative_mood
이라이하니라,2,"declarative_mood, deontic_mood",declarative_mood
는이니이하니라은라,2,"declarative_mood, deontic_mood",declarative_mood
는신저하시고하시니어시늘하시니라,2,"declarative_mood, deontic_mood",declarative_mood
나하니는로대는라이라,2,"declarative_mood, deontic_mood",declarative_mood
이니이라야이라는니는하고라,2,"declarative_mood, deontic_mood",declarative_mood
이라이어늘하시고라하니,2,"declarative_mood, deontic_mood",declarative_mood
여이로다이라,2,"declarative_mood, deontic_mood",declarative_mood
는이요은이니라하니라은렵라,2,"declarative_mood, deontic_mood",declarative_mood
는라는이요은이니라하니라,2,"declarative_mood, deontic_mood",declarative_mood
에하니아는요은라,2,deontic_mood,deontic_mood
이요은하니라,2,"declarative_mood, deontic_mood",declarative_mood
녜는라이라하니,2,"declarative_mood, deontic_mood",declarative_mood
에하야가요이라라로이라,2,"declarative_mood, deontic_mood",declarative_mood
라로이라은하고하야이라,2,"declarative_mood, deontic_mood",declarative_mood
은하고하야이라이라이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은이니는하니이라,2,"declarative_mood, deontic_mood",declarative_mood
는하니이라이요,2,"declarative_mood, deontic_mood",declarative_mood
은하니라하야요,2,"declarative_mood, deontic_mood",declarative_mood
은이니이라도니라는하고이니에악하나니라,2,"declarative_mood, deontic_mood",declarative_mood
는어니와는라하시니가니라,2,"declarative_mood, deontic_mood",declarative_mood
하시니라는니이라,2,"declarative_mood, deontic_mood",declarative_mood
는라은니이요이라,2,"declarative_mood, deontic_mood",declarative_mood
은니이요이라하시니라,2,"declarative_mood, deontic_mood",declarative_mood
이요라은일새이라,2,"declarative_mood, deontic_mood",declarative_mood
면니라는하야라,2,"declarative_mood, deontic_mood",declarative_mood
는하니이어든이니라,2,"declarative_mood, deontic_mood",declarative_mood
여이라하니하되하고하나니,2,"declarative_mood, deontic_mood",declarative_mood
은라는니는라,2,deontic_mood,deontic_mood
를며을며을로되은니라,2,"declarative_mood, deontic_mood",declarative_mood
로에이라하여하며하여하나니,2,"declarative_mood, deontic_mood",declarative_mood
는이라요라,2,"declarative_mood, deontic_mood",declarative_mood
라인댄어니와하면리라,2,"epistemic_mood, deontic_mood",epistemic_mood
요라면니라,2,"declarative_mood, deontic_mood",declarative_mood
이면하며면하나니이라니이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
로다하나니이라,2,"declarative_mood, deontic_mood",declarative_mood
하며라이라도니이라하니,2,"declarative_mood, deontic_mood",declarative_mood
리오하며니리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
라에는이이니라니라,2,"declarative_mood, deontic_mood",declarative_mood
은이라에이요에이니면라,2,"declarative_mood, deontic_mood",declarative_mood
이니라하니하며하며이라,2,"declarative_mood, deontic_mood",declarative_mood
이라하니나하니이로다,2,"declarative_mood, deontic_mood",declarative_mood
컨대이니니은라하니라는라,2,"declarative_mood, deontic_mood",declarative_mood
이요이니요이라에라하야라,2,"declarative_mood, deontic_mood",declarative_mood
이이어늘로다하여라하니,2,"declarative_mood, deontic_mood",declarative_mood
은이라하고이면이요이이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
요이요라이나시니라,2,"declarative_mood, deontic_mood",declarative_mood
시니라으로이라,2,"declarative_mood, deontic_mood",declarative_mood
이라에으로이라,2,"declarative_mood, deontic_mood",declarative_mood
하여이면니라,2,"declarative_mood, deontic_mood",declarative_mood
하니아이라에니라,2,"declarative_mood, deontic_mood",declarative_mood
로되하며로되니라,2,"declarative_mood, deontic_mood",declarative_mood
이라이면니이에니라,2,"declarative_mood, deontic_mood",declarative_mood
는하야하니라라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
악은락이요는이니는라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은요은라으로에하니라,2,"declarative_mood, deontic_mood",declarative_mood
을로하니리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
은로소이다에은니라,2,"declarative_mood, deontic_mood",declarative_mood
에도하니라는이니라,2,"declarative_mood, deontic_mood",declarative_mood
한대는요은니라,2,"declarative_mood, deontic_mood",declarative_mood
는니하고하니이라에이라,2,"declarative_mood, deontic_mood",declarative_mood
에는에도니라,2,"declarative_mood, deontic_mood",declarative_mood
하니에하고하니라야이니라,2,"declarative_mood, deontic_mood",declarative_mood
은이라로이이라,2,"declarative_mood, deontic_mood",declarative_mood
는니면라라하니는라이니는니라,2,"declarative_mood, deontic_mood",declarative_mood
이라하고하고라,2,"declarative_mood, deontic_mood",declarative_mood
로하나니라하니에라,2,"declarative_mood, deontic_mood",declarative_mood
에는하니는라하니은하고은하니라,2,"declarative_mood, deontic_mood",declarative_mood
이나는이니가오하고면하여라도라,2,"deontic_mood, interrogative_mood",deontic_mood
니니라하니니라,2,"declarative_mood, deontic_mood",declarative_mood
이니이라가가호대이라하나니라,2,"declarative_mood, deontic_mood",declarative_mood
는니는이라로라,2,"declarative_mood, deontic_mood",declarative_mood
는이라로라에호대가에라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은라가하고와하니이이라,2,"declarative_mood, deontic_mood",declarative_mood
은이라이니이라로라는라,2,"declarative_mood, deontic_mood",declarative_mood
는니은이라로이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
에로되는라하니이니라,2,"declarative_mood, deontic_mood",declarative_mood
하니이니라는라로에하니,2,"declarative_mood, deontic_mood",declarative_mood
로하니는요니라이니,2,"declarative_mood, deontic_mood",declarative_mood
이니로하니는이라,2,"declarative_mood, deontic_mood",declarative_mood
로하니는이라니로이니라,2,"declarative_mood, deontic_mood",declarative_mood
이나이면하고면이라로이하야니라,2,"declarative_mood, deontic_mood",declarative_mood
가호대은는는오는이오는라,2,"deontic_mood, interrogative_mood",deontic_mood
는에라가호대은는는오,2,"deontic_mood, interrogative_mood",deontic_mood
로니라는요는라,2,"declarative_mood, deontic_mood",declarative_mood
로요로이라는나를라하나니라,2,"declarative_mood, deontic_mood",declarative_mood
로로요이니이라,2,"declarative_mood, deontic_mood",declarative_mood
이니이라로에니라,2,"declarative_mood, deontic_mood",declarative_mood
과와과와는라에은이라,2,"declarative_mood, deontic_mood",declarative_mood
에나이나라로하고하니니라는니,2,"declarative_mood, deontic_mood",declarative_mood
니니라가호대이나하니,2,"declarative_mood, deontic_mood",declarative_mood
로에호대라하니라에이라로하니,2,"declarative_mood, deontic_mood",declarative_mood
는나를라하나니라은로라,2,"declarative_mood, deontic_mood",declarative_mood
는에하고에은로라로니라,2,"declarative_mood, deontic_mood",declarative_mood
은로라는이라로가하니,2,"declarative_mood, deontic_mood",declarative_mood
하니이라로니는라,2,"declarative_mood, deontic_mood",declarative_mood
는니이다는이니라,2,"declarative_mood, deontic_mood",declarative_mood
오하니니이다는니이다,2,"declarative_mood, interrogative_mood",declarative_mood
는이라로가니로하야이면가하니,2,"declarative_mood, deontic_mood",declarative_mood
하야라로이니라하되하여하고라,2,"declarative_mood, deontic_mood",declarative_mood
하야나은라로하나니라하니,2,"declarative_mood, deontic_mood",declarative_mood
는오는라는라,2,"deontic_mood, interrogative_mood",deontic_mood
이니가에라에는하니라,2,"declarative_mood, deontic_mood",declarative_mood
한대하다하니면이리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
하고라오하노라,2,"deontic_mood, interrogative_mood",deontic_mood
하니라하야한대,2,"declarative_mood, deontic_mood",declarative_mood
에호대가요어나면라로에하니라,2,"declarative_mood, deontic_mood",declarative_mood
한대라하니로는하며이니라,2,"declarative_mood, deontic_mood",declarative_mood
하니라엔하고엔라,2,"declarative_mood, deontic_mood",declarative_mood
는하나니은라는니라,2,"declarative_mood, deontic_mood",declarative_mood
로은니라는이니요,2,"declarative_mood, deontic_mood",declarative_mood
는이니요는이니라,2,"declarative_mood, deontic_mood",declarative_mood
이라이니는니라,2,"declarative_mood, deontic_mood",declarative_mood
에이면니라로가이니라,2,"declarative_mood, deontic_mood",declarative_mood
는이오는라는라,2,"deontic_mood, interrogative_mood",deontic_mood
는면니로를가라하나니라,2,"declarative_mood, deontic_mood",declarative_mood
하며이요하여면는니라,2,"declarative_mood, deontic_mood",declarative_mood
에하야이라로니라,2,"declarative_mood, deontic_mood",declarative_mood
는니라에하니가니라,2,"declarative_mood, deontic_mood",declarative_mood
이니을이라에이라하고이이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는나라가이면가호대는니라,2,"declarative_mood, deontic_mood",declarative_mood
에호대는라가하니는하여니라,2,"declarative_mood, deontic_mood",declarative_mood
는라하니이니이다하다,2,"declarative_mood, deontic_mood",declarative_mood
은이라는이라로에요,2,"declarative_mood, deontic_mood",declarative_mood
가호대이면요이면이라로니라,2,"declarative_mood, deontic_mood",declarative_mood
로니라가호대는이어니와는고,2,"declarative_mood, deontic_mood",declarative_mood
이라로니라가호대를라,2,"declarative_mood, deontic_mood",declarative_mood
는라는이오에나,2,"deontic_mood, interrogative_mood",deontic_mood
는이오에나는라,2,"deontic_mood, interrogative_mood",deontic_mood
로은라가호대은오은라,2,"deontic_mood, interrogative_mood",deontic_mood
는어든하며어든하며를니는이니라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니는하고이라이나는이니라,2,"declarative_mood, deontic_mood",declarative_mood
가호대에를하고하니니엔니라,2,"declarative_mood, deontic_mood",declarative_mood
에호대는라이면이라로이니라,2,"declarative_mood, deontic_mood",declarative_mood
가호대이나라로엔로이라,2,"declarative_mood, deontic_mood",declarative_mood
하니하고는라하니이다,2,"declarative_mood, deontic_mood",declarative_mood
가호대은이라에하고에하며,2,"declarative_mood, deontic_mood",declarative_mood
에라하야라이니라,2,"declarative_mood, deontic_mood",declarative_mood
이나하야라하니라라,2,"declarative_mood, deontic_mood",declarative_mood
이라폄는요는라,2,"declarative_mood, deontic_mood",declarative_mood
이면하여라가니라,2,"declarative_mood, deontic_mood",declarative_mood
는라이나면라,2,deontic_mood,deontic_mood
는라니하면하리니하면하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
라라은라,2,deontic_mood,deontic_mood
는요는이라이나하고하야도라,2,"declarative_mood, deontic_mood",declarative_mood
은엔하니라는라,2,"declarative_mood, deontic_mood",declarative_mood
는니이면이리오이면리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
는에는니라로라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하야라는이니이라,2,"declarative_mood, deontic_mood",declarative_mood
는이니이라에하고하고이라라,2,"declarative_mood, deontic_mood",declarative_mood
에하고하고이라라는니라,2,"declarative_mood, deontic_mood",declarative_mood
요니라를이니이로다,2,"declarative_mood, deontic_mood",declarative_mood
은곡이라이이라,2,"declarative_mood, deontic_mood",declarative_mood
이하니라로하니라,2,"declarative_mood, deontic_mood",declarative_mood
로하니라는는라,2,"declarative_mood, deontic_mood",declarative_mood
이라은니하여이라,2,"declarative_mood, deontic_mood",declarative_mood
오에이면하여라,2,"deontic_mood, interrogative_mood",deontic_mood
에이라하니이요라,2,"declarative_mood, deontic_mood",declarative_mood
은하고라하니하여라도이로소니하니라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니라에면라,2,"declarative_mood, deontic_mood",declarative_mood
로라은요는라,2,deontic_mood,deontic_mood
은니라라는요는라,2,"declarative_mood, deontic_mood",declarative_mood
이하며이라하니,2,"declarative_mood, deontic_mood",declarative_mood
는니는이라라라,2,"declarative_mood, deontic_mood",declarative_mood
하고니라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는니이라니하니라,2,"declarative_mood, deontic_mood",declarative_mood
는니이라니라,2,"declarative_mood, deontic_mood",declarative_mood
은하고이라니,2,"declarative_mood, deontic_mood",declarative_mood
는이라니인하고라,2,"declarative_mood, deontic_mood",declarative_mood
로대하니인저이니라이라,2,"declarative_mood, deontic_mood",declarative_mood
이니라이라하고니에이라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는이라은니하니이라,2,"declarative_mood, deontic_mood",declarative_mood
이라하야는이라는라라,2,"declarative_mood, deontic_mood",declarative_mood
하야라라이니라,2,"declarative_mood, deontic_mood",declarative_mood
를이라이어나라,2,"declarative_mood, deontic_mood",declarative_mood
이면라에라,2,deontic_mood,deontic_mood
는하야라이니라에이라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
로라이이요이라,2,"declarative_mood, deontic_mood",declarative_mood
은이니라을이라이니라,2,"declarative_mood, deontic_mood",declarative_mood
을이라이니라에이라하고에라라,2,"declarative_mood, deontic_mood",declarative_mood
는하고는이요는이요는이라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은요는라은니이나이라,2,"declarative_mood, deontic_mood",declarative_mood
에호대하고하야하니는라이라,2,"declarative_mood, deontic_mood",declarative_mood
는이라은로대하고는라,2,"declarative_mood, deontic_mood",declarative_mood
이라이하여이나니,2,"declarative_mood, deontic_mood",declarative_mood
라은요는니라,2,"declarative_mood, deontic_mood",declarative_mood
은요는니라는이니,2,"declarative_mood, deontic_mood",declarative_mood
라라은니라,2,"declarative_mood, deontic_mood",declarative_mood
은니라는요는이라,2,"declarative_mood, deontic_mood",declarative_mood
이라가이라,2,"declarative_mood, deontic_mood",declarative_mood
가이라시니라,2,"declarative_mood, deontic_mood",declarative_mood
엔하고엔하나니라에하니라,2,"declarative_mood, deontic_mood",declarative_mood
에하니라하고하며하니라,2,"declarative_mood, deontic_mood",declarative_mood
는니이라인댄이나라,2,"declarative_mood, deontic_mood",declarative_mood
은에라이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
이라하니라는니이라라,2,"declarative_mood, deontic_mood",declarative_mood
는요는라이면라,2,deontic_mood,deontic_mood
는이라하고하고하니라,2,"declarative_mood, deontic_mood",declarative_mood
이라라도에하니라,2,"declarative_mood, deontic_mood",declarative_mood
하니라요는요는니라,2,"declarative_mood, deontic_mood",declarative_mood
하면을라하야이라,2,"declarative_mood, deontic_mood",declarative_mood
는나는니는니라,2,"declarative_mood, deontic_mood",declarative_mood
이라로하니를아,2,"declarative_mood, deontic_mood",declarative_mood
이면라는니라,2,"declarative_mood, deontic_mood",declarative_mood
에이라라하니라하고라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는라하여이니하면하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
은니이요는요은니라,2,"declarative_mood, deontic_mood",declarative_mood
에하니에이니라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
라하니라일새요이라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하니라하니라하니라,2,"declarative_mood, deontic_mood",declarative_mood
라하니는라에이라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은이라하니는라,2,"declarative_mood, deontic_mood",declarative_mood
이이라이니은라는하야라이니라,2,"declarative_mood, deontic_mood",declarative_mood
하고라로하며이라,2,"declarative_mood, deontic_mood",declarative_mood
는에는라라하니라이면라,2,"declarative_mood, deontic_mood",declarative_mood
은라이라가하야하고하니라,2,"declarative_mood, deontic_mood",declarative_mood
에하나니라하여이면니라,2,"declarative_mood, deontic_mood",declarative_mood
는라은오라,2,"deontic_mood, interrogative_mood",deontic_mood
은오라은니는요는라,2,"deontic_mood, interrogative_mood",deontic_mood
며라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하여하고니라어늘라,2,"declarative_mood, deontic_mood",declarative_mood
하야어든라하고이라,2,"declarative_mood, deontic_mood",declarative_mood
하니라이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하니라니와라,2,"declarative_mood, deontic_mood",declarative_mood
하여이라면이라,2,"declarative_mood, deontic_mood",declarative_mood
는라도하고는라도라하고이니는니라,2,"declarative_mood, deontic_mood",declarative_mood
을라에니라,2,"declarative_mood, deontic_mood",declarative_mood
하여하고이라라는이라,2,"declarative_mood, deontic_mood",declarative_mood
는이라며는라니,2,"declarative_mood, deontic_mood",declarative_mood
는니이라하야일새라라,2,"declarative_mood, deontic_mood",declarative_mood
은라은이요은하고하니요는니라,2,"declarative_mood, deontic_mood",declarative_mood
이요하니이라는라,2,"declarative_mood, deontic_mood",declarative_mood
요면라이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는이라에하니아,2,"declarative_mood, deontic_mood",declarative_mood
는라은하고은하니라,2,"declarative_mood, deontic_mood",declarative_mood
은하고은하니라이니사이라,2,"declarative_mood, deontic_mood",declarative_mood
이니사이라는니라,2,"declarative_mood, deontic_mood",declarative_mood
는니라를이니,2,"declarative_mood, deontic_mood",declarative_mood
으로하니이라하고하니이라,2,"declarative_mood, deontic_mood",declarative_mood
는라하시고하사라하시니라,2,"declarative_mood, deontic_mood",declarative_mood
하고라는이라,2,"declarative_mood, deontic_mood",declarative_mood
하니라요면라이라,2,"declarative_mood, deontic_mood",declarative_mood
은하고이라는니은라,2,"declarative_mood, deontic_mood",declarative_mood
은이니이라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
이라인저,2,"declarative_mood, deontic_mood",declarative_mood
인저나에이라,2,"declarative_mood, deontic_mood",declarative_mood
는라는이요라,2,deontic_mood,deontic_mood
니이요이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하야일새라라는니이이라,2,"declarative_mood, deontic_mood",declarative_mood
라하니라하여나이아,2,"declarative_mood, deontic_mood",declarative_mood
에하니라이이라이니은라,2,"declarative_mood, deontic_mood",declarative_mood
는라라도이니라,2,"declarative_mood, deontic_mood",declarative_mood
이니라하시니이은니라,2,"declarative_mood, deontic_mood",declarative_mood
이라하시니라는니에라,2,"declarative_mood, deontic_mood",declarative_mood
이라하나니라이이라,2,"declarative_mood, deontic_mood",declarative_mood
에은라하니에이라,2,"declarative_mood, deontic_mood",declarative_mood
하니라이라하나니라,2,"declarative_mood, deontic_mood",declarative_mood
하니은이라에이니이라,2,"declarative_mood, deontic_mood",declarative_mood
이이니이하여하며하니라,2,"declarative_mood, deontic_mood",declarative_mood
이라에라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은하니요도하니이면라하니라,2,"declarative_mood, deontic_mood",declarative_mood
이라하니인저이라,2,"declarative_mood, deontic_mood",declarative_mood
아니이리오하니,2,"epistemic_mood, interrogative_mood",epistemic_mood
은라엔이면이로대엔이면이라,2,"declarative_mood, deontic_mood",declarative_mood
를하니이라을니하고라,2,"declarative_mood, deontic_mood",declarative_mood
은에는니라이라하니라니하고이라,2,"declarative_mood, deontic_mood",declarative_mood
을하여니라하니라,2,"declarative_mood, deontic_mood",declarative_mood
요은니은라는이라,2,"declarative_mood, deontic_mood",declarative_mood
는니라요은니은라,2,"declarative_mood, deontic_mood",declarative_mood
는이요이니이이라는라,2,"declarative_mood, deontic_mood",declarative_mood
로인저하시니는라는이라,2,"declarative_mood, deontic_mood",declarative_mood
라는니는에하니라,2,"declarative_mood, deontic_mood",declarative_mood
라어늘는니라,2,"declarative_mood, deontic_mood",declarative_mood
엔이라에하니라,2,"declarative_mood, deontic_mood",declarative_mood
이하니에이라아,2,"declarative_mood, deontic_mood",declarative_mood
니하여하며하며하나니라,2,"declarative_mood, deontic_mood",declarative_mood
에이라야하고는라로인저하시니는라,2,"declarative_mood, deontic_mood",declarative_mood
이니라니이라,2,"declarative_mood, deontic_mood",declarative_mood
는이이어늘로다하여하노라,2,"declarative_mood, deontic_mood",declarative_mood
하고이라하여하니라,2,"declarative_mood, deontic_mood",declarative_mood
면는니에이라라,2,"declarative_mood, deontic_mood",declarative_mood
에하니이면이이요이라이니라,2,"declarative_mood, deontic_mood",declarative_mood
으론라하니하니는이라,2,"declarative_mood, deontic_mood",declarative_mood
에라는니라,2,"declarative_mood, deontic_mood",declarative_mood
니이면라이라,2,"declarative_mood, deontic_mood",declarative_mood
로요며는이니하여이라,2,"declarative_mood, deontic_mood",declarative_mood
하여면은니라,2,"declarative_mood, deontic_mood",declarative_mood
이라니은라,2,"declarative_mood, deontic_mood",declarative_mood
이하여하니라이하여하니라,2,"declarative_mood, deontic_mood",declarative_mood
이라로에하여라,2,"declarative_mood, deontic_mood",declarative_mood
이하여하니이라하다,2,"declarative_mood, deontic_mood",declarative_mood
면이라이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는이면하여이라도라니에라,2,"declarative_mood, deontic_mood",declarative_mood
호되는하리라하니하고하여하다,2,"epistemic_mood, deontic_mood",epistemic_mood
은니는라이면이니이면이라,2,"declarative_mood, deontic_mood",declarative_mood
하니라은요는라,2,"declarative_mood, deontic_mood",declarative_mood
은요는라이면이라,2,"declarative_mood, deontic_mood",declarative_mood
은라하면하고하면하나니라,2,"declarative_mood, deontic_mood",declarative_mood
은니하여라은니이라,2,"declarative_mood, deontic_mood",declarative_mood
은니이라는요는라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니이라하니하다,2,"declarative_mood, deontic_mood",declarative_mood
이이어늘은이니이라하여라,2,"declarative_mood, deontic_mood",declarative_mood
하여라은니이라,2,"declarative_mood, deontic_mood",declarative_mood
에어늘하고하니이라,2,"declarative_mood, deontic_mood",declarative_mood
은면하여이하나니인댄면라이라,2,"declarative_mood, deontic_mood",declarative_mood
하여이면하고하니라라,2,"declarative_mood, deontic_mood",declarative_mood
나니라이라,2,"declarative_mood, deontic_mood",declarative_mood
하여호되면이라은라,2,"declarative_mood, deontic_mood",declarative_mood
는하여일새라하여하니라,2,"declarative_mood, deontic_mood",declarative_mood
하여하고라라은니이라,2,"declarative_mood, deontic_mood",declarative_mood
은니이라하고라면라,2,"declarative_mood, deontic_mood",declarative_mood
으로하니이라로이하니라,2,"declarative_mood, deontic_mood",declarative_mood
하여면라이라,2,"declarative_mood, deontic_mood",declarative_mood
이라은하니는라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니면이라라,2,"declarative_mood, deontic_mood",declarative_mood
면하니이라이라,2,"declarative_mood, deontic_mood",declarative_mood
한대은니라하니하다,2,"declarative_mood, deontic_mood",declarative_mood
하다한대은니라하니,2,"declarative_mood, deontic_mood",declarative_mood
에하여하여이면라는라이라,2,"declarative_mood, deontic_mood",declarative_mood
는라이라는니하여라라,2,"declarative_mood, deontic_mood",declarative_mood
하여은이니라이면라,2,"declarative_mood, deontic_mood",declarative_mood
이면라에하여하니하니라,2,"declarative_mood, deontic_mood",declarative_mood
하니라이하여하니라,2,"declarative_mood, deontic_mood",declarative_mood
