rank,distance,cluster_id,book_name,paragraph_id,left_sentence_id,right_sentence_id,src_left,src_right,tgt_left,tgt_right
155,0.7931280732154846,14,자치통감강목3,661,3795,3796,帝崩하다,壽四十八.,황제가 붕(崩)하였다.,향년(享年)이 48세였다.
156,0.7930061221122742,13,당송팔대가문초소철3,239,1302,1303,草以束計者七百九十九萬이요 而其出之多者八百一十一萬이니이다,然則一歲之入이 不足以供夫一歲之出矣니이다,"초(草)를 속(束)으로 계산한 것이 799만 속이고, 지출의 초과분이 811만 속입니다.",그렇다면 1년의 수입이 1년의 지출을 공급하기에 부족합니다.
157,0.7928611636161804,10,자치통감강목2,61,418,419,"單于, 匈奴天子之號也.","單于者, 廣大之貌, 言其象天單于然也.",선우(單于)는 흉노 천자의 호칭이다.,"선우는 광대한 모양이니, 하늘의 광대한 모양을 본뜬 것임을 말한다."
158,0.7928430438041687,12,당송팔대가문초구양수3,408,2005,2006,資政殿學士戶部侍郞文正范公神道碑銘,明法이라,자정전학사 호부시랑 문정 범공의 신도비명,분명하고 법도가 있다.
159,0.7927178740501404,5,당송팔대가문초한유3,311,1665,1666,避風太湖하야 七日鹿角이라,鉤登大鮎하니 怒頰豕豞라,태호(太湖)에서 바람을 피해 녹각주(鹿角洲)에서 7일을 머물렀지요. ,거대한 메기를 낚아 올리니 아가미 벌렁거리며 돼지 우는 소리 냈지요.
160,0.7925204634666443,14,자치통감강목7,807,2624,2625,庚戌年(A. D. 50),二十六年이라,경술년(庚戌年)(A. D. 50),한(漢)나라 세조(世祖) 광무황제(光武皇帝) 건무(建武) 26년이다.
161,0.792509138584137,9,당송팔대가문초소식5,136,544,545,菩薩千手目은,與一手目同이라,그런데 보살(菩薩)의 천 개의 손과 천 개의 눈은,한 개의 손과 한 개의 눈과 똑같다.
162,0.7924965023994446,12,당송팔대가문초구양수6,309,2275,2276,乾德二年에 始用鐵錢하니 民間多藏匿舊錢하야 舊錢益少라,商賈多以十鐵錢易一銅錢出境이로되 官不可禁일새 煜因下令以一當十하다,건덕(乾德) 2년(964)에 처음으로 철전(鐵錢)을 사용하니 민간(民間)에서 구전(舊錢)을 감춰두는 경우가 많아 구전이 더욱 희소(稀少)해졌다.,상인들이 철전 열 개를 동전(銅錢) 한 개와 바꿔 가지고 출경(出境)하는 일이 많았는데도 관부(官府)에서 금하지 못하였기에 이욱이 이에 영을 내려 동전 한 개가 철전 열 개에 해당
163,0.792493999004364,10,당송팔대가문초유종원1,179,1658,1659,序次摹寫 井井入構라,裴封叔之第 在光德里러니,차례대로 묘사하여 조리가 정연함으로써 법도에 들어맞는다.,배봉숙(裴封叔)의 집이 광덕리(光德里)에 있었다.
164,0.7921605706214905,13,당송팔대가문초한유1,104,577,578,是則三日食鹽一斤이요 一月率當十斤이니이다,新法實價가 與舊每斤不校三四錢以下니 通計五口之家하야 以平叔所約之法計之면 賤於舊價나 日校一錢이요 月校三十이니 不滿五口之家는 所校更少이니이다,"그렇다면 사흘에 소금 한 근(斤)이 필요하고, 한 달이면 대체로 열 근이 필요합니다.","신법(新法)에 정한 실가(實價)가 옛 가격에 비해 한 근에 3, 4전 이하밖에 차이가 나지 않으니, 다섯 식구를 한 집으로 계산하여 장평숙이 약정(約定)한 법으로 계산해보면 옛날의"
165,0.7921192646026611,12,당송팔대가문초한유3,197,1107,1108,年四十八에 長慶三年正月五日卒하니라,其月二十六日에 穿其妻墓而合葬之하니 在某縣某地하니라,나이 48세인 장경(長慶) 3년(823) 정월 5일에 졸(卒)하였다.,"그달 26일에 그 아내의 무덤을 열고서 합장하였는데, 묘지(墓地)는 아무 현(縣) 아무 땅에 있다."
166,0.7920349836349487,9,예기집설대전1,542,1983,1984,"乘車之輪은 高가 六尺六寸이니, 徑一에 圍三이라. 得一丈九尺八寸이니",五規는 爲九十九尺이라.,승거(乘車)의 바퀴는 높이가 6척(尺) 6촌(寸)이고 둘레는 지름의 세 배이므로 1장(丈) 9척 8촌이 된다.,따라서 5규는 99척이 된다.
167,0.7920124530792236,12,당송팔대가문초소순1,394,2513,2514,曰 彭州龍興寺僧平潤이 講圓覺經有奇일새 因以名院이라,院始弊不葺이러니 潤之來에 始得隙地以作堂宇하고 凡更二僧하여 而至於保聰이라, 팽주(彭州) 용흥사(龍興寺)의 승려인 평륜(平潤)이 ≪원각경(圓覺經)≫ 강론에 뛰어났기 때문에 원각원(圓覺院)이라는 이름을 짓게 되었다.,"원각원(圓覺院)이 처음에는 허물어져 지붕도 이지 못하였는데 평륜(平潤)이 와서 비로소 빈터를 얻어 당우(堂宇)를 지었고, 두 승려를 거쳐 보총(保聰)에 이르렀다."
168,0.7918573021888733,12,당송팔대가문초증공1,27,219,220,景德은 戶七百三十萬에 墾田一百七十萬頃이요 皇祐는 戶一千九十萬에 墾田二百二十五萬頃이요 治平은 戶一千二百九十萬에 墾田四百三十萬頃이니이다,天下歲入은 皇祐治平은 皆一億萬以上이요 歲費亦一億萬以上이니이다,"경덕(景德) 때 가구 수는 730만 호(戶)이고 경작 토지는 170만 경(頃)이며, 황우(皇祐) 때 가구 수는 1, 090만 호(戶)이고 경작 토지는 225만 경(頃)이며, 치평(",국가의 세입은 황우(皇祐)․치평(治平) 때 모두 1억만 이상이고 세출 또한 1억만 이상이었습니다.
169,0.7916801571846008,10,당송팔대가문초왕안석2,535,2817,2818,在句之陰에 有幽新宅하니,誰筮葬母하고 瘞銘斯石고,"구계(句溪)의 남쪽 언덕에, 새로 조성한 유택(幽宅)이 있으니,","누가 어머니 장지(葬地)를 정하고, 돌에 명(銘)을 새겨 묻었나?"
170,0.7915585041046143,10,당송팔대가문초소식5,336,1415,1416,今於海南에 得此十八羅漢像하야 以授子由弟하야 使以時修敬하고 遇夫婦生日이면 輒設供하야 以祈年集福하고 幷以前所作頌寄之하노라,子由는 以二月二十日生이며 其婦德陽郡夫人史氏는 以十一月十七日生이라,지금 해남(海南)에서 이 십팔나한상(十八羅漢像)을 얻어 아우 자유(子由)(소철(蘇轍))에게 주어서 때때로 공경(恭敬)하는 예(禮)를 닦고 부부(夫婦)의 생일을 만나면 그때마다 공양,"자유(子由)는 2월 20일에 출생하였고, 부인 덕양군부인(德陽郡夫人) 사씨(史氏)는 11월 17일에 출생하였다."
171,0.7914824485778809,13,당송팔대가문초한유3,198,1111,1112,比四年하니 病益急하야 乃死하니라,其法은 以鉛滿一鼎하고 按中爲空하야 實以水銀하고 蓋封四際하야 燒爲丹砂云이라,그런데도 4년 동안 계속 복용하니 병이 더욱 위급해져서 마침내 죽고 말았다.,"단약을 제조하는 방법은 연(鉛)(납)을 도가니에 가득 채운 다음 손으로 꾹꾹 눌러 중앙에 공간을 만들어 수은(水銀)을 가득 채우고서, 뚜껑을 닫고 사면을 밀봉(密封)하여 불로 달구"
172,0.7912895083427429,7,맹자집주,83,298,299,七八月之間에 旱이면 則苗槁矣라가 天油然作雲하여 沛然下雨면 則苗浡然興之矣나니,其如是면 孰能禦之리오,"7, 8월 사이에 날씨가 가물면 벼싹이 마르다가 하늘이 유연(油然)히 구름을 일으켜 패연(沛然)히 비를 내리면 벼싹이 발연(浡然)히 일어납니다.",그 이와 같으면 누가 이것을 막겠습니까?
173,0.7912779450416565,14,당송팔대가문초구양수5,27,180,181,二年二月에 遣蔣玄暉하야 殺德王裕等九王于九曲池하다,六月에 殺司空裴贄等百餘人하다,천우(天祐) 2년(905) 2월에 장현휘(蔣玄暉)를 보내 덕왕(德王) 이유(李裕) 등 아홉 명의 왕을 구곡지(九曲池)에서 죽였다.,6월에 사공(司空) 배지(裴贄) 등 100여 명을 죽였다.
174,0.7910187244415283,9,논어집주,758,2700,2701,麻冕은 緇布冠也라,純은 絲也라,마면(麻冕)은 검정 베로 만든 치포관(緇布冠)이다.,순(純)은 실〔絲〕이다.
175,0.790938675403595,9,자치통감강목6,48,107,108,"披香, 殿名. 披香博士, 後宮女職也.","淖, 姓也.","피향(披香)은 궁전의 이름이니, 피향박사(披香博士)는 후궁의 여관직(女官職)이다.",요(淖)은 성(姓)이다.
176,0.7908843159675598,12,자치통감강목4,64,395,396,蓬萊仙者를 可見이니 見之以封禪則不死라하다,於是에 天子始親祠竈하고 遣方士入海하여 求蓬萊安期生之屬하고 而事化丹砂諸藥하여 齊爲黃金이러라,"봉래산(蓬萊山)의 신선을 만나볼 수 있는데, 신선을 보고 봉선(封禪)을 하면 죽지 않을 것입니다. ” 하였다.","이에 천자가 처음으로 직접 부뚜막신에게 제사 지내고, 방사(方士)를 보내 바다로 들어가서 봉래산(蓬萊山)에 사는 안기생(安期生)의 무리를 찾게 하였으며, 단사(丹砂)와 여러 약물을"
177,0.7907227277755737,13,당송팔대가문초구양수6,133,942,943,米斗直(치)錢七千하야 至燒人屎煮尸而食이라 父自食其子에 人有爭其肉者면 曰 此吾子也니 汝安得而食之오하다,人肉斤直錢百하고 狗肉斤直錢五百하니 父甘食其子하고 而人肉賤於狗하다,"쌀 한 말의 가격이 7, 000전(錢)이나 되어 인분을 태워 시신을 삶아 먹는 지경에 이르렀는데, 아비가 스스로 그 자식을 잡아먹다가 타인이 그 고기를 뺏으려 하면 “이는 나의 자","인육은 한 근의 가격이 100전이고 개고기는 한 근의 가격이 500전이니, 아비가 자기 자식을 달게 먹었고 인육이 개고기 보다 가격이 낮았다."
178,0.7906246185302734,13,자치통감강목4,679,4055,4056,"宗廟樂, 有文德·昭德·文始·五行之舞·嘉至·求至·登歌·休成之樂·房中祠樂·安世樂·昭容樂·禮容樂, 其員, 八百二十九人.","蒙, 宮人名.","종묘악(宗廟樂)은 문덕(文德), 소덕(昭德), 문시(文始), 오행지무(五行之舞), 가지(嘉至), 구지(求至), 등가(登歌), 휴성지악(休成之樂), 방중사악(房中祠樂), 안세악(安世",몽(蒙)은 궁녀의 이름이다.
179,0.7905371785163879,11,당송팔대가문초소식3,117,510,511,霍光論,光은 總只是一箇凝重이라,곽광(霍光)에 대한 논(論),곽광(霍光)은 요컨대 다만 하나의 진중(鎭重)한 사람이었다.
180,0.7905200719833374,6,춘추좌씨전2,723,2254,2255,秋七月에 大室之屋壞하다,書는 不共也라,가을 7월에 태실(太室)의 지붕이 무너졌다.,경(經)에 이를 기록한 것은 불공(不共)(공(恭))을 꾸짖은 것이다.
181,0.790463924407959,10,자치통감강목5,122,671,672,"萬年, 莎車王名.","揚言, 謂宣揚其言於外也.",만년(萬年)은 사차왕(莎車王)의 이름이다.,“양언(揚言)”은 이 말을 밖에 널리 알림을 이른다.
182,0.7904185652732849,13,자치통감강목4,207,1425,1426,"五大夫, 舊爵二十等之第九級也.","漢法至此, 始免徭役.",오대부(五大夫)는 옛날 작위(爵位)로 20등 가운데 제9급이다.,한(漢)나라 법에 이 오대부(五大夫)에 이르러야 비로소 요역(徭役)이 면제되었다.
183,0.790398120880127,12,당송팔대가문초한유2,396,2033,2034,建中二年에 城汴州에 功勞居多하니라,三年에 從攻李希烈에 先登하니라,덕종(德宗) 건중(建中) 2년(781)에 변주성(汴州城) 축조(築造)에 공로가 많았다.,3년에 융수(戎帥)를 따라 이희열(李希烈)을 공격할 때에 먼저 성루(城樓)에 올라갔다.
184,0.7903611660003662,14,자치통감강목7,751,2433,2434,乙巳年(A. D. 45),二十一年이라,을사년(乙巳年)(A. D. 45),한(漢)나라 세조(世祖) 광무황제(光武皇帝) 건무(建武) 21년이다.
185,0.7902006506919861,10,주역전의(상),47,240,241,右伏羲四圖는 其說이 皆出於邵氏하니 蓋邵氏는 得之李之才挺之하고 挺之는 得之穆脩伯長하고 伯長은 得之華山希夷先生陳摶圖南者하니,所謂先天之學也라,"이상 복희(伏羲)의 네 도(圖)는 그 학설(學說)이 모두 소씨(邵氏)에게서 나왔으니, 소씨(邵氏)는 이지재(李之才) 정지(挺之)에게서 얻었고 정지(挺之)는 목수(穆脩) 백장(伯長)",이른바 선천학(先天學)이라는 것이다.
186,0.7901628017425537,12,당송팔대가문초왕안석2,316,1682,1683,年三十三의 以治平元年十二月庚申에 卒하다,妻尹氏니 生男女四人호되 皆前死하다,나이 33세 되던 해인 치평(治平) 원년(元年) 12월 경신일(庚申日)에 졸(卒)하였다.,부인(夫人)은 윤씨(尹氏)이고 아들과 딸 4인을 낳았으나 모두 일찍 사망하였다.
187,0.7899659276008606,10,춘추좌씨전5,320,1667,1668,召而見之하니 則所夢也라,未問其名하고 號之曰牛야하니 曰 唯라,"목자(穆子)가 그 아이를 불러 보니, 바로 꿈에서 보았던 아이였다.",목자(穆子)는 그 이름도 묻지 않고 ‘우(牛)’야 라고 부르니 ‘예’ 라고 대답하였다.
188,0.7898565530776978,9,논어집주,904,3148,3149,羔裘는 用黑羊皮라,麑는 鹿子니 色白이요,고구(羔裘)는 검은 염소의 가죽을 사용하여 만든 갖옷이다.,"예(麑)는 사슴새끼이니, 색깔이 희다."
189,0.7898443341255188,2,당시삼백수1,22,104,105,平生魂 魂 指白之魂,蓋子美不知白之死生而夢見之 疑其已死故云,평생혼(平生魂): 혼(魂)은 이백의 혼을 지칭한다.,"대개 자미(子美)(두보)가 이백의 생사를 모른 채 꿈에서 그를 보았기 때문에, 이백이 이미 죽었을 것이라 의심하여 말한 것이다."
190,0.7898309826850891,14,자치통감강목7,789,2538,2539,己酉年(A. D. 49),二十五年이라,기유년(己酉年)(A. D. 49),한(漢)나라 세조(世祖) 광무황제(光武皇帝) 건무(建武) 25년이다.
191,0.7898007035255432,9,당시삼백수1,128,870,871,鈿合 以金銀珠貝 飾器物之名,合猶今之合鈿 合과,"전합(鈿合): 금은(金銀)이나 구슬, 조개로 기물을 장식한 것을 이른다.",합(合)은 지금 말로 합전(合鈿)(나전한 상자)‧ 합과와 같다.
192,0.7897385954856873,12,당송팔대가문초한유1,104,569,570,一件,平叔云호되 初定兩稅時에 絹一匹直錢三千이나 今絹一匹直錢八百이니 百姓貧虛하야,1건.,"장평숙(張平叔)이 “처음 양세(兩稅)를 정할 때는 명주 한 필 값이 3천 전(錢)이었으나, 지금은 한 필 값이 800전에 불과하므로 백성들의 생활이 빈궁해져서,"
193,0.7897316217422485,12,당송팔대가문초구양수6,275,2037,2038,自元入經에 先用此法하야 統曆之諸法也라,以通法進統法하면 得七十二萬이라,"〈≪흠천력(欽天曆)≫ 모두(冒頭)의 첫머리에〉 상원적년(上元積年)을 제시하고 나서 본문에 들어가기에 앞서 먼저 이 법(法)(기준 수(數) 7, 200)을 사용하여 역산(曆算)의 모","통법(通法)으로 통법(統法)을 한 자리 전진시키면 720, 000을 얻습니다."
194,0.7895753979682922,6,당시삼백수3,99,882,883,〈月夜〉,劉方平,〈달밤〉,류방평
195,0.7895603179931641,15,주역전의(상),53,299,300,問邵子云 先天之學은 心法也니 圖皆從中起라,萬化萬事生于心이라하니 何也오 曰,"“소자(邵子)가 이르기를 ‘선천학(先天學)은 심법(心法)이니, 도식이 모두 이 가운데로부터 시작되었다.","만화(萬化)와 만사(萬事)가 마음에서 생겼다’ 하였으니, 무슨 말입니까?” 하고 묻자, 다음과 같이 대답하였다."
196,0.7894837856292725,5,자치통감강목4,338,2187,2188,"肅然山, 在梁父縣.","茅三脊, 茅草有三脊也, 所謂靈茅也.",숙연산(肅然山)은 양보현(梁父縣)에 있다.,"“모삼척(茅三脊)”은 띠풀 중에 세모꼴의 등이 있는 것이니, 이른바 영모(靈茅)라는 것이다."
197,0.7894802689552307,13,맹자집주,1835,5838,5839,"一家養母鷄五,母彘二也라",餘見前篇하니라,한 집에서 암탉 다섯 마리와 암퇘지 두 마리를 기르는 것이다.,나머지는 전편(前篇)에 보인다.
198,0.7893336415290833,9,시경집전(상),866,2036,2037,鮪는 似鱣而小하고 色靑黑이라,發發은 盛貌라,유(鮪)는 전어와 같은데 작으며 색깔이 청흑색(靑黑色)이다.,발발(發發)은 성한 모양이다.
199,0.7892972230911255,14,자치통감강목4,35,206,207,◑五月에 太皇太后崩하다,文帝皇后竇氏也라,5월에 태황태후(太皇太后)가 붕(崩)하였다.,태황태후(太皇太后)는 문제(文帝)의 황후(皇后)인 두씨(竇氏)이다.
200,0.7892502546310425,13,당송팔대가문초유종원2,145,802,803,然得而腊之하여 以爲餌면 可以已大風攣踠瘻癘하고 去死肌 殺三蟲이라,其始에 太醫以王命聚之하여 歲賦其二하니,"그러나 만약 이것을 잡아 포(脯)를 만들어 약으로 쓰면 문둥병과 손발이 오그라드는 병, 목에 난 종기 등을 치유하고 죽은 살을 제거하며 삼충(三蟲)을 죽일 수가 있다.",처음에는 태의(太醫)가 황제의 명으로 이런 종류의 뱀을 수집하되 매년 두 차례 징수하였다.
